total_dist,euclid_dist,long_trip,longest_strt,shortest_strt,max_strt_spd,min_strt_spd
628.716984729,220.762043839,0,113.693606612,85.3654557147,32.4023612705,-1.11800151848
256.057703065,30.2953791856,0,0,0,0,0
2705.81769856,1828.32454723,0,765.844459205,765.844459205,1.79264970073,-1.3902534557
12039.4184407,43.9310823905,1,1970.87957223,52.6925737902,9.80582645859,-8.18658027761
2281.09841456,1544.63722602,0,1193.67150507,338.000386265,2.01497222923,-2.72580107568
1639.64509887,1253.56515587,0,467.644522128,263.073362807,0.879196201653,-3.32866059178
1521.17132546,1154.75868042,0,399.290479383,69.521041746,3.25737376098,-3.63269516179
2637.75183629,1330.27110019,0,596.192032451,104.366446758,22.747772025,-2.42275408857
2159.93966221,1686.69889725,0,1320.59615684,142.760219033,16.9620955489,-1.8350936183
4089.0254991,512.669064797,1,600.67914819,64.7561257413,5.17932121116,-4.77946546296
7837.27514125,4000.36032627,1,1370.29497128,112.847847932,3.68880995479,-5.61006624964
3923.03834299,519.11645129,1,467.851698891,152.086963155,7.63434340036,-20.2665999242
4040.96992432,2678.35699264,1,1054.14023058,93.7553549714,28.0454431267,-1.35121890817
6702.79941351,4546.84624438,1,1272.25655105,58.8969159284,40.0513137275,-8.00784399711
2651.97521959,1790.50053896,0,647.576614321,88.3683357452,2.79675393541,-34.2051250031
4442.3091215,2663.91033821,1,1547.90915733,121.459592172,1.56640383478,-4.10574123797
2788.16601792,1027.50478344,0,536.873133669,97.4796774795,2.58729427165,-40.5334079985
4396.6479623,2151.00606229,1,708.012213896,122.498641542,1.99569656047,-3.43035603457
6189.82831512,4715.99044634,1,842.407475484,102.54395848,8.32628631566,-1.75157200064
16923.4592862,8214.50348165,1,3451.89983967,1456.97325647,40.6284883547,-8.09413525868
11580.5676522,500.395493585,1,1229.06970115,69.2605363938,3.20508869758,-16.1225845449
4119.99583167,2973.47063547,1,2537.38110573,93.6880579509,0.68749265019,-1.90207986007
3117.38140696,181.359311865,0,520.743109004,245.57896215,0.739335498038,-43.9803298871
6451.5775633,4492.63251335,1,2520.29414171,2520.29414171,0.527034644292,-5.14985574736
395.499518325,253.542264721,0,52.8837164153,52.8837164153,1.35196167859,1.35196167859
3407.2109585,2964.85564741,0,2122.70351299,64.329569797,0.50648980563,-5.26722739781
3463.87567543,2965.57964149,1,1242.1054541,348.135335203,0.500607529654,-17.0585482726
1479.18356476,976.23021875,0,425.359900366,425.359900366,1.27060793055,-10.1479287789
2148.35202957,2103.42058799,0,2077.54931212,2077.54931212,0,-1.06729857763
1726.91532269,953.091181367,0,415.06250761,283.822558374,0,-6.93739406814
5994.88552818,462.064205495,1,969.642029327,281.910121436,91.236634593,-10.1156996761
3127.02417176,10.5080921199,0,609.784990428,68.3224507898,25.51678622,-77.1768397202
97.7064898264,13.098091464,0,0,0,0,0
13213.7583479,9889.95106004,1,1216.83162618,66.1248570721,23.9630741686,-35.3565508845
7982.64195473,1924.93077538,1,934.560496469,297.655436417,1.59738420225,-8.4407047423
2121.89389281,1682.83900894,0,1068.54273166,87.7548613209,0,-1.54620871725
6687.4984479,5252.88946962,1,2351.26196988,73.8008784768,39.1524857991,-3.25603746183
3688.41312139,3021.5336255,1,2543.90945404,146.035495772,0,-2.98647238606
3610.23682431,144.101214429,1,613.215107396,148.803980529,6.64268864606,-9.78718186209
1923.99451831,781.402444327,0,640.511246581,330.906984569,3.67294826335,-2.21238813395
1849.42190293,1228.35436662,0,624.632561865,624.632561865,2.20286243969,-1.80497487856
3647.2743341,3107.99018338,1,1887.5627751,1887.5627751,0.429852081335,-2.15294670355
516.018579542,317.838355143,0,143.362187519,143.362187519,0,-2.4992454737
10624.9878576,1688.36834844,1,2556.66687023,995.786451751,1084.23607903,-3.36657222079
3850.89773194,1922.95587573,1,446.653957927,240.475618753,9.06621031113,-4.18826147212
822.302940374,383.180714546,0,182.448500446,182.448500446,24.9328685175,-1.44286804353
7463.81393042,5420.12629004,1,863.410746756,82.8726683944,11.5978990918,-1.63327276097
4282.28661757,3437.6064769,1,1118.19324521,58.0384100983,12.4263109502,-2.07592818762
3069.6879504,997.807280992,0,618.764100999,151.466209387,5.45978148079,-1.88271364324
3463.79999519,720.20653982,0,1825.58152377,93.9963175002,1.23673372669,-6.2133656586
7821.50538934,5527.57011715,1,1364.94590366,218.090692868,2.47304605729,-31.5962226587
6614.74773335,2965.38689044,1,1291.60889148,1291.60889148,4.94214253342,-18.2400896757
5100.25626759,2192.07998485,1,1219.67519866,133.107505284,5.45081916665,-3.08041264665
7546.77459358,320.500140406,1,1081.32949132,93.010816132,9.24771704746,-61.7259979319
909.842813083,498.460449785,0,216.796772876,216.796772876,1.78973359398,-4.44285062509
7937.59140897,3501.0903216,1,1533.28461506,249.844878601,49.8780689761,-1.67544881557
7478.70998568,3949.55817402,1,1644.03651035,498.040218399,10.642120734,-16.2941572975
1598.53185911,75.0483177693,0,344.993984582,70.4182547472,3.70474287448,-4.25950132422
86.2926909199,13.741906709,0,0,0,0,0
554.422448849,318.185386214,0,106.611187883,84.6250154539,0,-2.76326441635
2120.28463101,1405.51093201,0,1224.62595723,145.489762039,2.46024990105,-15.3312339588
283.668336907,157.434494314,0,91.8325137736,74.9501102838,0,-1.29335578339
74.9376048092,14.8717853669,0,0,0,0,0
1492.71371043,514.870236079,0,622.907359629,80.3968012664,0.720380797134,-9.26574829176
23.8206147375,11.7388244727,0,0,0,0,0
7209.58125327,5497.91403352,1,1047.00186684,811.441594581,2.77458104298,-56.1083534805
4601.9087799,4027.9246989,1,2282.8478866,195.961443922,3.65978720851,-2.70045288127
3795.84258814,3192.92618299,1,1427.27805068,65.0490235619,0.497524570978,-2.31911900314
7815.5070112,4166.84600627,1,1042.57078921,82.2736429684,1.0931648705,-58.231828133
1697.94369576,933.420639369,0,413.852146315,293.994101833,0,-1.96403522992
15523.2927244,534.851951478,1,1780.82274132,556.956234596,17.0537333489,-13.6956075698
643.434473942,248.411453037,0,79.9475139788,69.2276404756,13.8159002856,-6.00041733825
1600.30753098,350.35440628,0,218.951846175,196.18819134,11.6696659655,-3.08782583236
