total_dist,euclid_dist,long_trip,longest_strt,shortest_strt,max_strt_spd,min_strt_spd
2101.44446638,1631.72831072,0,1026.75537477,87.0790796706,1.10888572408,-2.6881632237
1941.47416829,774.132417613,0,664.204956125,664.204956125,11.9003183582,-6.07716792816
10134.7868427,6785.60017463,1,1179.75960419,149.449108672,17.5314330021,-18.9404095691
6956.85684918,86.1318175821,1,666.453590258,52.2329223787,6.21865653336,-41.6170308275
1836.55316909,1121.12245986,0,549.527303421,302.095250549,1.85247948466,-3.08593414696
137.248055359,80.7387143816,0,0,0,0,0
1324.37752332,758.022961394,0,438.624761474,438.624761474,0.507711820813,-1.94031227185
8492.37681374,5246.75357245,1,1556.2019582,95.0932681906,4.51029418881,-2.0470901731
2136.35072748,1646.46712995,0,577.266897895,139.449120979,7.05782058552,-3.6389459081
1243.25173544,636.184006401,0,260.369718612,258.357373256,20.2038951658,-2.41323857801
1064.38632422,831.594432401,0,343.177988045,200.969809437,22.2553231886,-6.74678527332
597.652708587,156.067068916,0,210.483648047,210.483648047,2.43979170023,-3.02442876709
3539.59315983,385.019700795,1,441.103670327,178.717625054,2.61168298436,-3.90795394133
531.358998065,43.1559961071,0,133.05894335,98.1755324068,0.176207774086,-1.41463361814
1419.91995244,869.278833287,0,270.329394398,177.155945969,6.70764208496,-147.571147964
10.127372922,1.30384048104,0,0,0,0,0
1555.65783145,774.011072272,0,654.605756462,152.156164286,4.46963569593,-1.26712826614
8.73532951767,2.33452350599,0,0,0,0,0
8124.87861067,129.513898868,1,955.770038202,62.6176653696,4.08704786308,-20.4355197245
2403.77794008,1725.20206932,0,670.183688136,109.310947577,32.5871190955,-2.92555639902
1556.06481657,766.837779455,0,530.360308298,125.120163581,1.60596151676,-1.22383222031
1284.68522316,626.41114294,0,258.048787213,170.166459782,0.298557748628,-11.7086363201
2090.42530472,1530.10214365,0,385.822053462,116.991365034,2.16616037614,-3.67152268213
854.737848835,427.183016985,0,239.054607764,239.054607764,17.6621687198,-8.83600345814
1389.23749347,683.727431072,0,220.545314349,220.545314349,5.62697149329,-2.73624877611
769.931409201,592.04750654,0,271.978940266,64.0962618836,0,-10.7410973409
3465.28213601,2980.95991587,1,532.886517051,50.1529032608,3.02371147602,-16.9114416712
970.161181098,362.314780267,0,141.667185849,108.455313123,1.51787114893,-2.89559221592
2879.64345419,1258.66089556,1,262.031215088,79.9650840011,20.8731722837,-5.28346787182
1662.94546461,1122.84518078,0,551.489036507,93.4989407486,3.32400601598,-3.05147964164
7309.63356022,5380.69700782,1,723.230593693,252.767559315,15.7452671659,-328.914748199
2497.87733419,1566.02838416,1,799.282279693,62.6833689589,13.9262835325,-2.31377939653
2578.85153608,1675.71246042,1,510.821328944,126.557682857,3.38183453367,-1.99678944306
3661.05094135,1744.90280532,1,717.773117459,86.36898225,14.3022673413,-2.58830136331
10807.3044091,6405.17399139,1,1223.50740979,99.241378834,8.65608254706,-7.29829644064
6.10741676407,2.24722050542,0,0,0,0,0
3049.1306699,1704.45320851,1,869.238692571,265.309001541,4.01936899928,-3.81744492245
905.909064918,341.663986981,0,242.434326114,208.337122896,0,-2.56722672879
63.6623149451,7.64002617797,0,0,0,0,0
