total_dist,euclid_dist,long_trip,longest_strt,shortest_strt,max_strt_spd,min_strt_spd
7332.43322997,5835.58153829,1,2009.52228516,70.341718606,5.12744065103,-4.24677101737
23325.1904139,8443.61008396,1,4398.24460305,214.473875989,3.63808448324,-7.61722726196
6018.94681991,4626.62476758,1,1228.55403978,430.12258174,1.54196475025,-19.0196089183
2044.11859089,1696.1032162,0,275.964217887,157.28989434,17.6149928269,-66.9230130443
3895.57127924,2640.31959619,1,754.805550798,754.805550798,4.0481842085,-8.55144139249
4535.14391415,3262.77572934,1,1245.27926873,66.7793755878,2.71353099024,-1.16025651945
2565.26880334,1209.91597229,1,630.388798788,160.988520462,20.0947302803,-3.71278558785
2429.55947675,1670.02603573,0,226.445802303,51.5433996947,4.54531919411,-1.32855018571
3708.53676401,2792.81529106,1,797.989077046,54.7583464334,2.20403133501,-2.6778076277
3358.73581332,1324.82156534,1,836.578625815,389.748003367,2.87362163066,-2.32417250934
2193.39643461,1689.42558285,0,840.078725705,840.078725705,2.3785629366,-2.12368671341
1218.10757356,459.302699753,0,286.690655916,71.3439368202,43.0804438447,-1.60439646072
2071.06327063,841.995350343,0,291.256642269,124.737819915,4.73676789224,-6.58108313998
3622.35829072,2772.84446733,1,754.925821259,754.925821259,11.9793216478,-4.07730120324
946.27286203,368.162857985,0,190.357804446,161.219007087,3.70490636631,-1.20207403173
853.433792369,574.446812159,0,250.305378652,97.3761057432,0.769018409319,-2.94770230607
567.946955726,260.741730454,0,168.888156756,68.2427041995,0,-281.176445786
1150.0168621,544.904046599,0,268.757656396,159.256108083,1.28156584806,-3.76883047935
3728.84234266,2407.39850669,1,1231.1222982,656.343206664,2.45719066807,-1.91583571076
3046.94044568,1955.74863927,1,758.912330125,65.3701076015,0.788827817346,-15.9262359021
6125.53016714,4948.29649981,1,1980.99877916,1980.99877916,1.79319352945,-5.28381119923
3269.43436099,2469.01010123,1,766.807887619,150.624839452,6.43093231908,-13.6724401876
908.606978199,213.285841068,0,195.351834144,112.48322171,1.714951144,-32.2928688094
1587.00854711,878.578698808,0,292.767312911,102.113324349,11.7405996791,-1.36318375894
3723.89994713,2602.31586476,1,1097.99131436,222.950065956,4464.89105484,-1.45674649673
1454.03989982,973.617183497,0,802.556421771,78.0445461945,0.507308725571,-2.45221790063
1230.23565299,274.334850138,0,479.705543003,133.614457022,21.9859328011,-1.39742943885
620.594851468,499.023416284,0,185.702894572,104.680378276,0,-28.4428312567
2777.04308078,1398.47421499,1,735.903896091,83.8057597431,19.5456964491,-2.54200252593
2129.47630954,1302.68420195,0,559.509241038,86.0423587363,8.18338720738,-215.729718173
1151.11482108,787.033646041,0,284.524312661,71.6469202498,3.481116272,-10.1352248329
1266.34115999,904.544598127,0,191.790183995,57.015134867,1.46249409027,-4.67120407678
6748.24185458,1422.81851267,1,1095.72167561,195.353851201,6.45614606753,-23.6594138793
3616.78041681,2012.9168885,1,762.756971938,104.156392071,3.20609056048,-8.21737691086
1301.13637241,418.27719278,0,439.492695503,70.1309007975,2.71099121962,-3.59167451354
1136.2476596,217.512712272,0,419.534737976,94.5567215006,2.91531133624,-12.5129292502
1134.52977895,501.743330798,0,366.825764353,59.2674006291,2.52364399009,-1.71553584977
1390.84018264,705.517412967,0,355.735364594,355.735364594,2.20024843752,-3.47879109433
2477.9387184,1115.73782315,1,792.614509166,792.614509166,4.75290573825,-4.40697688731
2603.57993229,1230.61766605,1,670.850068748,300.406768634,6.31380704433,-3.78323828642
1871.45223634,1370.91069366,0,542.478131323,55.5392861729,1.60858344028,-32.6367414827
1725.43928972,752.636386311,0,484.497737392,109.400417379,1.89932656455,-3.47558179519
1891.06767593,924.47456428,0,761.797719716,154.488787615,1.86835962063,-4.71975459862
2566.13468857,1194.59142806,1,736.632494311,516.459226229,1.53743839498,-3.90025102491
6128.50997742,4175.27563881,1,1554.712746,62.0066358405,4.60483815054,-4.48225488862
373.376836628,225.798184227,0,98.2431949578,50.6036488693,0,-4.01499989361
4157.54924476,3328.78731823,1,2933.28062259,2933.28062259,1.01726916701,-2.67080125628
5998.00112147,4831.21228058,1,910.634953348,133.419204094,38.0802954513,-517.251883105
2429.27860142,1794.50787126,0,552.211942616,76.095962958,3.0722647131,-9.82374771115
1264.07117325,856.460886439,0,246.748516051,69.4456159423,2.71756172192,-1.99878085956
3953.47399798,3426.51759079,1,1547.68283054,675.617132601,0.305364133652,-5.15128137178
2971.1315329,1579.84156484,1,733.313328996,64.2136077949,4.36434438812,-3.98171986748
8678.24263479,5153.44430454,1,1300.77480164,255.537557524,23.0624381117,-303.516072542
4281.07287811,2670.49847781,1,2244.37137026,372.176499702,5.04495681938,-10.3085146752
3441.1513653,1634.83526081,1,634.466107737,330.765275771,24.4624478684,-5.20318962956
2504.28750931,1568.77361337,1,873.383252005,54.1128935639,6.0485544222,-6.39526376456
