total_dist,euclid_dist,long_trip,longest_strt,shortest_strt,max_strt_spd,min_strt_spd
7167.70243013,5305.63679873,1,581.759219095,74.9717236395,11.324804668,-58.9290747041
3998.0978605,2355.98574699,1,445.402653675,309.380218638,24.9064324307,-3.09116557981
2661.08289455,2006.56025327,0,600.173187408,600.173187408,0.291024228829,-4.91860134521
3981.74485923,2527.90242098,1,471.179775015,130.194697215,13.3568004368,-8.38236516785
4152.90844353,2591.6247047,1,547.766333257,492.014595025,744.203790451,-3.74167456687
20055.0795297,16968.977572,1,5358.40683889,491.824525476,2.63747577012,-2.95127296485
705.46051732,470.812680373,0,557.142077298,75.1758184078,2.09846575879,-1.2134415573
1254.26522437,993.22225106,0,417.979745384,227.970768004,1.20600801049,-2.92334934757
1288.02285764,978.636117257,0,833.283614749,833.283614749,0,-1.72666070869
2953.04151596,2208.19524726,0,600.267217419,97.8015964816,0.516926119158,-6.41207709083
432.633013941,295.872945705,0,199.256484255,199.256484255,3.51152870314,3.51152870314
1399.41032525,472.446578991,0,316.734392752,63.0030696617,3.0420266731,-2.999707694
4440.40507752,2782.91017821,1,464.897701843,464.897701843,5.07280778837,-3.64822973857
3701.05184942,2463.55847708,0,566.011949989,221.171208685,25.0511310986,-4.04279981243
14914.6530737,13968.1128546,1,4477.7345144,2296.68375227,15.8257843529,-6.09554466778
6474.92351438,2791.07327922,1,776.253388247,583.758292882,3.68902929267,-12.8711095475
14238.8829227,13301.2531718,1,4597.91554662,303.396879249,22.0031678207,-9.91233575563
4370.16501186,3561.30080167,1,953.209511517,478.137429761,3.58004730676,-10.8675529892
9323.07568584,3543.00979959,1,3864.20470375,154.863259659,0.541536758925,-21.2626417617
3916.61201636,2784.73919246,1,876.180980804,91.5477764552,12.956675725,-4.31231790169
3432.57103752,2362.13153105,0,523.847030332,455.752661719,1.36648143428,-8.95116243543
2913.05040499,2480.20193734,0,981.786538663,981.786538663,0,-4.1659182534
3597.35297885,2048.06568498,0,583.414011699,94.3415048691,12.3185434288,-24.9795406008
1225.67028768,805.047203585,0,265.450570973,113.762927956,2.52969788252,-149.113592024
3496.79221344,2774.67320779,0,544.658422297,171.369145907,1.68440530622,-2.14649592982
1010.13489552,760.491485817,0,296.416432822,296.416432822,0.812992175975,-6.60998163245
10977.5495048,771.072629523,1,1417.57134964,1417.57134964,22.5699021386,-10.8074737984
1794.14492004,1555.49817743,0,619.902930546,192.30265847,0,-1.40057490957
18745.7747086,14539.7458963,1,3135.28847021,592.999353944,3.76315394247,-2.77651145734
3722.05748297,2453.04915768,0,508.309461434,413.357796659,5.46649034774,-13.9652819478
19476.8008118,16398.6515501,1,5340.73076396,391.901685543,1.0165708366,-12.3587399975
5465.42861721,4325.34503248,1,896.912532897,550.13383266,4.60433682977,-3.22033283577
1601.74724159,1556.25020161,0,549.536327495,369.256730641,0,-1.68250182507
8419.59978094,6975.1185524,1,3083.22311606,60.8496332507,9.1838026207,-2.25018083376
549.270566431,330.92023208,0,223.371544439,223.371544439,0.709953408508,0.10724422618
18056.2390599,13971.0173559,1,5354.19811881,1870.38310388,3.03088096855,-5.96469194055
6113.42100671,2991.56609487,1,1091.88875157,63.5683171099,7.11683446054,-2.94397914992
4383.12902693,2782.88605767,1,569.120527946,251.380841242,10.4284363003,-8.78620630056
3714.14639508,2535.7632776,0,559.341770088,201.678909835,10.3840693193,-4.08876769435
2883.11839389,2020.71541044,0,773.01523987,255.450546659,70.3245698525,-1.24574247848
1925.21109011,1161.92964503,0,548.230891176,73.3887126387,5.07914580962,-1.73536261493
3793.86575264,2564.08889276,1,541.242809684,50.4286559,25.5280297225,-3.89635562052
1832.14846664,1271.29657044,0,365.654123482,334.337468281,19.7834286618,-2.82753003736
1650.42190962,1235.22989763,0,371.645815886,137.101659029,27.9894069913,-1.60286523416
1515.57312266,440.085468972,0,431.845608444,197.091463873,0.667626276559,-1050.64438154
4684.56734799,2977.81778657,1,589.396313659,447.98891256,7.84553334783,-11.687241831
17074.5065667,14261.4272568,1,4581.04527886,334.061597491,6.68875932708,-22.4324680074
4092.60713732,2436.54635293,1,754.926671434,62.4923349315,10.4897303611,-19.1753625401
16593.7359303,14423.4746778,1,4592.08491335,4592.08491335,1.86729946716,-3.15429051489
5414.09192229,2023.73901974,1,460.025607654,105.945152876,25.6226641647,-1.7589145022
749.774362912,371.131917248,0,217.08629223,77.8171633779,1.84409385699,-2.71439432756
2586.57965129,2170.01405525,0,432.355200492,377.364515807,1.72312247982,-2.1276212668
8650.73484927,7258.34907193,1,1902.09653095,68.3745232233,47.325441699,-5.5147295946
5132.78327667,4045.08909173,1,935.080950525,243.545966099,22.7672387292,-21.1232538412
5856.91519567,2800.55539135,1,597.54406563,97.5565311228,3.73670362489,-7.88400154163
2406.32798664,1211.51519182,0,538.509064391,124.144047244,2.94222477129,-117.918328211
4088.74750007,2568.63177781,1,552.778420749,328.675704562,5.55287382018,-17.6145629466
21491.1307345,16079.5843653,1,3202.0883146,527.012440399,4.42021299685,-9.94407099629
805.551350247,510.679625597,0,373.247646324,373.247646324,1.75876221254,-1.27280696368
4611.39820797,4238.00396885,1,640.240625936,284.860014066,6.14216166639,-155.772131598
4379.84118183,2782.48869899,1,521.231210721,316.97989983,6.48678351713,-5.18898340175
4986.74234811,2996.8533531,1,536.463580743,386.313263055,1421.80707173,-4.82425746793
19814.0629985,16889.3131941,1,3210.03218863,1627.35555893,3.86073150054,-26.1968458102
15117.9605213,12162.2385378,1,5514.45015465,5514.45015465,1.04942895057,-3.96497674271
3046.82128113,2341.91737045,0,1101.39346468,162.737320736,1.61580542322,-8.11862207434
18768.4942708,16712.7919586,1,5353.09452816,176.143387613,1.60127243041,-289.796601537
2436.07079472,1233.2351033,0,508.518618321,139.642421019,32.0458726348,-12.2506050905
3089.45003294,1930.6904594,0,542.827171616,69.111479174,2.81320712344,-37.3756689221
1463.72900459,580.723841426,0,179.693521611,164.505452945,2.77644827547,-1.76701051123
5346.84193685,4473.35256044,1,1270.36903832,68.8513773019,550.852363376,-2.64949749099
9880.89839938,8522.95920265,1,3439.76558982,538.901094468,60.0968438246,-2.64946933017
18079.3595343,14274.1563982,1,5364.95006553,516.014766525,2.7421765302,-3.25791552244
7709.53678423,667.981092547,1,958.055923751,168.084190278,16.4099954819,-8.35179857689
5797.90116315,2840.42874581,1,587.182788937,401.179414278,2.42478598248,-43.6364069984
5196.66152694,2515.64843529,1,877.445425905,877.445425905,1.21688502023,-20.9686822151
20060.9830729,15697.4323996,1,4483.22921331,157.767412607,163.047419238,-2.95338931268
4087.10489015,2590.58533347,1,553.049083977,129.722296009,8.96622323958,-15.8192577382
4520.47026078,2784.91767383,1,561.077765015,133.737383939,80.1264316788,-6.19836326323
2493.56876711,1309.53004166,0,867.736009952,198.381652345,26.0399841713,-1.41212385116
3734.70164971,2453.19209603,0,726.359670412,360.603074143,0.945479760574,-16.6786648822
5590.37990183,2277.27490655,1,880.87744197,317.073188751,38.1270681039,-138.622725584
2893.59046505,2524.58405485,0,512.75513775,169.818981567,1.95683733823,-1.78414012647
19741.4007059,15013.4029787,1,3232.45769722,63.7976624308,8.3721491804,-21.3808237217
1628.73167572,1358.38634416,0,565.126614707,298.965665598,2.0922939208,-1.81229023939
21038.4686881,17684.5571268,1,5368.55149625,196.162001354,3.08408614205,-1.91557339089
3523.9524611,2256.11915022,0,464.790575485,111.592922802,0.672637997662,-5.49266450007
19620.9177649,14969.375154,1,3223.51975095,695.6674276,8.15242536392,-7.20602664894
3796.17561117,2091.44803904,1,582.392570416,241.124427944,21.0407011875,-2.50518651281
2879.27369211,1676.83533479,0,546.624344545,384.117752527,16.0231831987,-2.96842393227
3788.23291705,2856.36706325,0,1067.28887105,102.65925243,5.4113428854,-4.06716238031
2258.19235392,1844.31842424,0,566.097920655,209.809751495,5.88284850772,-6.80984887303
3150.14473948,2036.85591292,0,486.4249722,87.111759498,2.1649538779,-5.1031388744
104.422321409,67.2036457344,0,0,0,0,0
1754.68315935,1283.75061831,0,549.485643505,285.985039524,0,-1.75467049221
2734.05400823,1994.97237074,0,1099.63519081,348.068257756,0.922293126368,-4.97387919358
4383.38782785,2782.03918376,1,476.335456361,93.4607080511,8.22775437974,-4.16107577012
19491.6743232,14012.3973327,1,3234.29643401,2279.47377752,22.4958940108,-10.6117793852
3409.47649216,2215.64427876,0,525.601913951,327.733143834,3.32703405613,-4.89188229498
19075.8761531,14384.8457211,1,3201.92012678,202.592263611,4.05970563162,-3.45766234525
21226.6324489,15800.8752862,1,5436.14233965,2404.88485561,15.1509802563,-10.5327389944
4379.38824061,2496.50976365,1,525.767039094,316.469676992,20.8038616869,-8.25830582814
2885.24698144,1976.94239926,0,535.651831456,349.027250364,0,-6.08435082654
4258.09714357,2928.12441163,1,728.910355796,59.8101098475,5.32140493741,-27.2226403544
5528.70371567,263.928039435,1,712.613760427,302.505467398,5.01832469452,-7.22631159525
2878.49166122,2235.01363978,0,914.213774324,235.986960864,232.949500678,-2.54169559813
4696.24519601,3489.84851534,1,1087.33852778,339.779046207,2.79445494774,-3.75801500103
1196.57512869,931.522377616,0,318.842248393,65.124627791,5.50648301544,-1.62305873914
1489.4167048,1366.79083989,0,477.074977004,336.098067335,0,-2.1311433677
1251.92163739,814.889599885,0,378.764231161,54.7330427347,0.255443225746,-3.35015307714
2480.36096921,1298.11218699,0,534.072772115,335.778774547,0.399112357494,-4.59513175711
2461.12536437,1516.65606187,0,1707.11549377,332.59615688,0,-1.45451369242
24904.7467192,18373.7743586,1,3224.15289081,674.792470282,17.3193319033,-39.2848981806
