total_dist,euclid_dist,long_trip,longest_strt,shortest_strt,max_strt_spd,min_strt_spd
3498.78350958,3242.97468384,0,2616.5334189,431.839488892,0,-16.8415631069
17641.582486,13458.145685,1,1288.89612014,85.4784571704,19.7165090787,-33.9079610967
21560.6343375,14617.9027093,1,1788.01619382,126.116964123,42.006888992,-4.85291990828
2344.62973145,1726.20272564,0,678.693222395,72.8223530101,3.25800499903,-1.43884455017
20707.7148283,18595.2044218,1,7622.62552254,1166.63922263,6.0715598776,-3.80145863994
506.920624515,315.896707802,0,179.412402505,179.412402505,1.02331632402,-2.5847312012
5104.46604545,2159.01106991,1,1203.74351925,794.434310032,101.829911431,-4.77694448544
22531.5118885,18944.1835506,1,8383.70483249,493.357115343,15.6055372184,-24.4406286185
16413.688924,13885.4589427,1,6895.39640353,6895.39640353,28.4915497433,-10.1416098815
17785.2001514,13459.768462,1,1454.66373285,73.1904425326,14.4274243979,-38.9689612454
3808.67623896,1754.45954356,0,904.921965743,56.3814948546,1.54809451039,-8.06859505749
9559.79956907,7712.42276396,1,1891.67004382,189.301983027,0.691645431414,-17.1626711301
7428.24474098,5584.92136113,1,2136.51960589,620.954913019,4.61211799984,-1.82658020002
2491.77401232,1497.48283797,0,959.832969714,76.1245737231,2.30200344513,-1.2308186586
2050.12683011,1790.10280152,0,1525.66306948,153.827354039,0,-1.52565100518
17261.235141,10729.2385797,1,1556.85223085,67.8357564501,24.0128022909,-11.3220693169
5268.19279416,3741.10108391,1,1017.26218372,59.3871460282,0.935752387753,-63.4110740863
1263.32135785,1020.22794022,0,579.543838135,297.421220732,0.944357759239,-2.1643034398
8378.27712821,7690.26953299,1,1628.99208315,158.123129525,12.8816039947,-5.84141173662
38.5804724924,1.8973665961,0,0,0,0,0
2504.50712536,1419.09202309,0,1090.55240926,50.7291423887,2.93726828918,-5.51113403919
19972.5208132,13842.6118912,1,1138.19962643,242.879677385,132.585411642,-30.5440848627
20089.9322043,13898.6307919,1,1155.71818039,173.068505862,195.386845224,-19.3249187265
3129.40576083,1964.7137196,0,959.366783795,111.064022775,9.16065325204,-1.11896891964
14885.294991,11107.6745577,1,2235.41059793,301.268503065,498.98741918,-4.88025402995
1442.56022521,1298.05615056,0,1340.87112983,1340.87112983,0,-1.09829047233
3612.65820027,2137.01998587,0,1192.33304761,77.784989366,2.90838164076,-2.27795068447
5407.62128564,2471.02887276,1,857.338452392,384.412035168,20.8991767943,-6.85352796579
1298.93635681,492.80386565,0,406.289330202,406.289330202,0.513850696366,-10.2907683934
41.5263436185,0.948683298051,0,0,0,0,0
6337.5383069,2552.43602075,1,1404.46331071,58.2749078793,9.0880043742,-1.8639264871
1472.06688747,1273.19077125,0,1300.56890988,1300.56890988,0,-1.09056080458
1928.72638432,1110.77146614,0,267.111435405,125.007729595,10.1321915553,-23.7150954122
7455.5542326,4072.44156005,1,2112.88042185,185.995605491,3.24294180912,-6.77707442752
3474.53238195,2508.10318966,0,1196.49458482,63.7286475673,1.79132731852,-8.07676730509
20.8373849452,1.1,0,0,0,0,0
864.306874616,612.698074095,0,310.14572779,141.725480116,0,-1.59734813416
2942.30444043,1886.23507814,0,1192.87043185,95.2874836871,6.09493034625,-1.66339527892
20835.3420395,13573.4750013,1,1196.28335223,127.134569015,10.7636770454,-184.446237301
7414.84656534,320.748187836,1,1610.90834936,139.615382132,12.5348198195,-7.63363250328
1994.43530013,895.356247535,0,269.506267939,269.506267939,2.62684928693,-13.4279334482
2774.04448538,287.169496987,0,436.024104357,411.768765559,2.37668058867,-23.8612706169
17000.7201723,13884.5940038,1,6443.17955252,58.6015526593,4.10252801106,-4.33953507826
11194.6014121,10280.1389217,1,6758.34635522,57.9658398648,1282.79633459,-4.56913585407
22291.6386994,13856.0041574,1,3820.65297015,162.650710761,186.865767182,-52.6481431755
1884.01291134,1252.26206922,0,280.65173878,217.916250445,2.62609577769,-24.4403465094
587.068930149,340.109305959,0,177.989751984,94.3249130917,0,-1.70492654793
6464.75174247,5015.56337514,1,1868.32203956,822.734694406,4.73503745155,-2.50852025174
3122.4854332,1990.15260721,0,1197.88292492,51.9500484078,128.583495117,-6.53455749489
6801.69861475,4985.01070109,1,1049.969754,483.337611481,2.37875866054,-4.31772683856
3267.59943831,1917.20970423,0,1190.25723302,164.803412743,3.2707395077,-10.8870791924
12743.3882954,10096.7323912,1,3711.25300526,235.016349984,1.68462099967,-15.4743806207
445.643886268,199.902476223,0,178.587566385,95.6151630794,0,-1.55852482096
1483.55531288,1056.63278863,0,1115.33033364,97.3498344327,0.723081056022,-3.95542756294
6605.71476854,4646.1005284,1,1164.39252999,161.032119816,6.82930358212,-1.45399921491
3451.05183943,2119.13711213,0,575.18430751,76.0730494139,18.5569697481,-1.52906776563
16280.9391837,10955.179517,1,996.881174838,422.519100249,12.5732630582,-40.1668479469
2674.1664103,1367.42527401,0,1129.54380209,52.9051345431,25.3884521645,-6.20680021938
5440.99629144,4484.37864704,1,2561.33392455,60.4447522997,0.133859040743,-7.14720944067
