time,avg_speed,max_speed,min_speed,time_fast,time_slow,percent_fast,percent_slow,stops,percent_stop,avg_acc,max_acc,min_acc,avg_dec,max_dec,min_dec
404,7.805,15.4,0,0,102,0,0.25248,10,0.024752,0.18865,2.2711,0,0.20665,2.0247,0
394,6.6579,15.412,0,0,136,0,0.34518,87,0.22081,0.20677,2.0175,0,0.21757,2.9479,0
416,2.2336,8.2024,0,0,295,0,0.70913,201,0.48317,0.1025,1.2556,0,0.1093,1.8599,0
321,5.7142,15.094,0,0,137,0,0.42679,69,0.21495,0.1827,1.7845,0,0.18255,1.9983,0
295,4.7951,13.352,0,0,136,0,0.46102,39,0.1322,0.23937,1.9567,0,0.24209,1.8947,0
1355,10.114,19.752,0,0,225,0,0.16605,131,0.096679,0.19345,2.3806,0,0.20065,8.5586,0
885,5.3314,16.609,0,0,397,0,0.44859,264,0.29831,0.19347,1.9855,0,0.20056,3.1229,0
439,7.0065,13.884,0,0,112,0,0.25513,65,0.14806,0.15145,1.6605,0,0.15364,1.3136,0
1282,4.2741,15.085,0,0,645,0,0.50312,482,0.37598,0.14835,2.0212,0,0.14835,2.0495,0
227,3.4656,13.689,0,0,125,0,0.55066,77,0.33921,0.2068,1.4696,0,0.20647,1.543,0
315,2.8821,11.697,0,0,203,0,0.64444,136,0.43175,0.12464,1.0677,0,0.12677,1.7614,0
735,8.3349,19.771,0,0,162,0,0.22041,74,0.10068,0.30172,2.427,0,0.31549,2.3451,0
1114,4.3338,14.591,0,0,590,0,0.52962,447,0.40126,0.13956,1.6276,0,0.14004,1.7807,0
237,3.8386,12.559,0,0,128,0,0.54008,93,0.39241,0.16508,1.5667,0,0.16611,2.3087,0
215,1.7052,13.735,0,0,186,0,0.86512,132,0.61395,0.10809,1.4833,0,0.15594,2.2031,0
395,7.5342,16.654,0,0,118,0,0.29873,57,0.1443,0.21843,2.7033,0,0.23535,3.588,0
323,2.4554,13.003,0,0,231,0,0.71517,161,0.49845,0.15056,1.8717,0,0.15056,2.0576,0
252,3.3834,12.125,0,0,149,0,0.59127,97,0.38492,0.159,1.5532,0,0.16177,1.901,0
407,7.3659,14.313,0,0,117,0,0.28747,48,0.11794,0.1987,1.7319,0,0.21093,2.4346,0
381,4.5456,13.481,0,0,209,0,0.54856,125,0.32808,0.16421,2.1803,0,0.1694,1.9951,0
453,5.6366,10.826,0,0,149,0,0.32892,95,0.20971,0.099957,1.0739,0,0.099957,1.3469,0
412,9.1233,25.393,0,64,156,0.15534,0.37864,109,0.26456,0.18048,1.4455,0,0.18066,2.329,0
203,2.8494,11.141,0,0,137,0,0.67488,97,0.47783,0.19127,3.0304,0,0.22886,1.7251,0
296,5.9091,25.151,0,1,131,0.0033784,0.44257,72,0.24324,0.18086,6.6931,0,0.21016,6.5038,0
264,4.6122,12.44,0,0,124,0,0.4697,67,0.25379,0.20684,1.7332,0,0.22899,2.2069,0
329,5.6842,39.107,0,1,142,0.0030395,0.43161,77,0.23404,0.23741,15.611,0,0.23857,15.936,0
291,5.9817,14.758,0,0,119,0,0.40893,72,0.24742,0.16432,1.2429,0,0.18827,1.584,0
656,6.275,14.849,0,0,222,0,0.33841,79,0.12043,0.18076,1.8013,0,0.18926,1.9052,0
972,5.6815,41.293,0,1,454,0.0010288,0.46708,270,0.27778,0.18491,17.897,0,0.18583,15.087,0
292,3.0111,11.197,0,0,188,0,0.64384,130,0.44521,0.12353,1.2404,0,0.12353,1.925,0
261,4.5357,12.714,0,0,129,0,0.49425,72,0.27586,0.2141,2.1094,0,0.24133,2.5578,0
478,6.6992,14.006,0,0,148,0,0.30962,39,0.08159,0.18305,1.9234,0,0.18842,1.6882,0
242,4.8544,13.043,0,0,108,0,0.44628,74,0.30579,0.21109,1.9796,0,0.23088,2.1313,0
228,3.1594,12.615,0,0,147,0,0.64474,99,0.43421,0.14367,1.6246,0,0.19906,1.9137,0
220,5.3714,15.369,0,0,89,0,0.40455,64,0.29091,0.23417,1.679,0,0.26117,2.671,0
446,6.1781,15.842,0,0,170,0,0.38117,121,0.2713,0.20729,1.6909,0,0.20942,2.8969,0
1060,10.246,21.495,0,120,298,0.11321,0.28113,198,0.18679,0.16507,1.87,0,0.16507,2.4098,0
