time,avg_speed,max_speed,min_speed,time_fast,time_slow,percent_fast,percent_slow,stops,percent_stop,avg_acc,max_acc,min_acc,avg_dec,max_dec,min_dec
540,6.7648,632.77,0,1,224,0.0018519,0.41481,164,0.3037,0.77241,316.39,0,0.77241,316.14,0
576,9.2322,19.151,0,0,126,0,0.21875,87,0.15104,0.17895,1.9039,0,0.19903,2.1296,0
433,8.0383,14.893,0,0,114,0,0.26328,65,0.15012,0.16119,1.251,0,0.18365,1.8002,0
250,6.4022,11.673,0,0,77,0,0.308,65,0.26,0.11474,1.3402,0,0.16028,1.6213,0
227,5.2526,13.906,0,0,92,0,0.40529,69,0.30396,0.19335,1.4253,0,0.24073,2.2428,0
330,4.0439,13.161,0,0,184,0,0.55758,128,0.38788,0.16904,1.584,0,0.18751,1.7079,0
414,8.0052,17.58,0,0,143,0,0.34541,95,0.22947,0.19907,4.4603,0,0.23047,5.0915,0
575,5.202,14.14,0,0,228,0,0.39652,111,0.19304,0.21867,1.7073,0,0.2303,2.6004,0
345,6.8061,19.649,0,0,73,0,0.21159,62,0.17971,0.16151,1.7232,0,0.21367,1.7962,0
475,9.068,562.99,0,3,180,0.0063158,0.37895,101,0.21263,0.77103,272.61,0,0.79816,278.74,0
401,5.8787,15.298,0,0,149,0,0.37157,82,0.20449,0.21695,1.8042,0,0.21584,1.9552,0
344,3.7516,10.628,0,0,165,0,0.47965,124,0.36047,0.17612,2.1671,0,0.19871,2.3696,0
369,6.7942,13.497,0,0,122,0,0.33062,72,0.19512,0.1769,1.6434,0,0.20499,1.9223,0
502,0.092667,1.1662,0,0,502,0,1,476,0.94821,0.031035,0.44167,0,0.031458,0.38012,0
520,6.4258,46.044,0,1,117,0.0019231,0.225,60,0.11538,0.21689,17.65,0,0.23524,16.856,0
384,5.9674,523.7,0,1,179,0.0026042,0.46615,147,0.38281,0.85257,254.12,0,0.85257,259.44,0
873,7.1072,585.54,0,4,433,0.0045819,0.49599,260,0.29782,1.3239,288.57,0,1.324,292.7,0
271,18.57,1604.5,0,102,90,0.37638,0.3321,65,0.23985,3.1237,796.33,0,3.2346,796.77,0
579,7.4178,802.33,0,1,209,0.0017271,0.36097,120,0.20725,0.91885,395.11,0,0.94019,399.42,0
301,14.586,1463.5,0,32,82,0.10631,0.27243,64,0.21262,2.5831,720.21,0,2.6023,725.75,0
802,9.4696,1692.1,0,1,119,0.0012469,0.14838,72,0.089776,1.1984,842,0,1.2115,845.69,0
303,5.6695,13.25,0,0,114,0,0.37624,81,0.26733,0.12796,1.2151,0,0.16881,1.4474,0
442,3.8149,163.36,0,1,240,0.0022624,0.54299,161,0.36425,0.35114,78.309,0,0.35114,81.681,0
437,7.4589,711.54,0,1,167,0.0022883,0.38215,124,0.28375,1.0351,353.89,0,1.0352,353.8,0
476,2.9306,13.858,0,0,331,0,0.69538,238,0.5,0.14715,1.4493,0,0.14745,1.6534,0
346,9.8098,566.08,0,1,81,0.0028902,0.2341,60,0.17341,0.98317,281.69,0,1.0081,278.1,0
451,5.5024,23.436,0,58,305,0.1286,0.67627,175,0.38803,0.12011,5.6047,0,0.16606,5.5628,0
734,5.8705,16.388,0,0,336,0,0.45777,220,0.29973,0.19081,1.8747,0,0.19081,3.1917,0
1122,4.8183,578.77,0,1,630,0.00089127,0.5615,493,0.43939,0.4003,282.76,0,0.40179,286.49,0
583,7.4435,898.11,0,2,283,0.0034305,0.48542,220,0.37736,1.3446,443,0,1.3446,443.2,0
1479,7.8136,1167.7,0,39,632,0.026369,0.42732,372,0.25152,0.78172,578.01,0,0.78685,579.87,0
226,1.5473,342.21,0,1,225,0.0044248,0.99558,223,0.98673,0.77165,171.04,0,0.77165,171.11,0
1241,7.8037,1021.4,0,2,310,0.0016116,0.2498,176,0.14182,0.67928,504.5,0,0.68557,510.49,0
609,8.685,21.762,0,1,146,0.001642,0.23974,73,0.11987,0.29084,8.476,0,0.29357,7.19,0
