time,avg_speed,max_speed,min_speed,time_fast,time_slow,percent_fast,percent_slow,stops,percent_stop,avg_acc,max_acc,min_acc,avg_dec,max_dec,min_dec
437,7.7712,17.149,0,0,149,0,0.34096,71,0.16247,0.24085,2.0828,0,0.25718,2.3183,0
502,10.959,41.842,0,3,46,0.0059761,0.091633,32,0.063745,0.31776,11.336,0,0.35132,12.266,0
501,9.0528,16.881,0,0,77,0,0.15369,54,0.10778,0.23589,2.7115,0,0.25152,4.5458,0
692,6.1688,14.359,0,0,261,0,0.37717,155,0.22399,0.19158,2.4085,0,0.19664,1.9861,0
309,7.8851,18.2,0,0,102,0,0.3301,53,0.17152,0.2494,2.0912,0,0.24966,3.5804,0
276,9.1351,30.891,0,1,82,0.0036232,0.2971,12,0.043478,0.37394,15.3,0,0.40343,10.326,0
914,7.4086,17.887,0,0,278,0,0.30416,176,0.19256,0.23818,8.4717,0,0.24782,3.4897,0
905,6.1531,18.028,0,0,416,0,0.45967,286,0.31602,0.16409,2.2366,0,0.16409,4.9307,0
199,3.6704,13.583,0,0,121,0,0.60804,69,0.34673,0.20943,1.7443,0,0.23998,2.4632,0
295,5.2943,13.426,0,0,103,0,0.34915,66,0.22373,0.18929,1.7791,0,0.19225,1.8157,0
325,3.2981,11.792,0,0,196,0,0.60308,151,0.46462,0.17048,1.9234,0,0.17048,2.1412,0
1151,8.6001,17.052,0,0,306,0,0.26586,185,0.16073,0.20948,2.6467,0,0.21323,3.0985,0
761,6.4398,15.216,0,0,304,0,0.39947,179,0.23522,0.19373,1.7544,0,0.21263,3.1197,0
161,3.6217,15.1,0,0,116,0,0.7205,84,0.52174,0.15275,1.2929,0,0.16049,1.308,0
582,9.691,51.806,0,10,152,0.017182,0.26117,121,0.2079,0.35155,17.797,0,0.39452,20.767,0
703,6.8926,21.08,0,17,287,0.024182,0.40825,174,0.24751,0.17531,1.7592,0,0.18011,3.3291,0
714,8.0401,16.007,0,0,195,0,0.27311,111,0.15546,0.21595,3.1132,0,0.22936,3.1397,0
777,8.7727,18.222,0,0,191,0,0.24582,136,0.17503,0.21992,2.2894,0,0.21969,2.5101,0
567,9.624,35.136,0,1,140,0.0017637,0.24691,72,0.12698,0.23787,12.651,0,0.25898,11.709,0
357,5.546,14.852,0,0,161,0,0.45098,92,0.2577,0.20586,2.1343,0,0.23293,2.6083,0
832,8.192,17.181,0,0,212,0,0.25481,95,0.11418,0.23253,5.5709,0,0.24319,2.9471,0
310,4.0459,11.687,0,0,151,0,0.4871,81,0.26129,0.17575,1.6506,0,0.18718,1.4569,0
595,7.4325,16.456,0,0,150,0,0.2521,109,0.18319,0.1661,1.6022,0,0.16717,2.4989,0
327,9.8454,24.105,0,59,99,0.18043,0.30275,46,0.14067,0.26269,1.7281,0,0.26442,2.5849,0
899,6.6818,15.988,0,0,360,0,0.40044,169,0.18799,0.19668,4.4355,0,0.20832,4.2777,0
594,5.249,16.349,0,0,292,0,0.49158,184,0.30976,0.18395,1.9655,0,0.19966,3.0828,0
1359,10.339,21.2,0,5,243,0.0036792,0.17881,137,0.10081,0.26462,3.573,0,0.26546,4.6106,0
1001,5.1425,67.527,0,6,590,0.005994,0.58941,150,0.14985,0.24889,43.971,0,0.24016,33.178,0
330,11.08,15.233,0,0,7,0,0.021212,1,0.0030303,0.17014,1.5722,0,0.19881,8.5,0
561,9.0727,24.927,0,2,165,0.0035651,0.29412,72,0.12834,0.26457,8.5109,0,0.28541,8.51,0
529,9.9827,21.637,0,1,81,0.0018904,0.15312,55,0.10397,0.20661,5.0489,0,0.23527,5.6455,0
428,7.5737,17.894,0,0,148,0,0.34579,94,0.21963,0.20153,1.95,0,0.20768,2.8474,0
1064,6.6058,48.94,0,1,386,0.00093985,0.36278,147,0.13816,0.25454,18.947,0,0.26414,18.623,0
1580,7.1283,18.742,0,0,628,0,0.39747,400,0.25316,0.21645,3.1618,0,0.22253,2.9541,0
968,6.2665,19.664,0,0,386,0,0.39876,141,0.14566,0.27064,5.714,0,0.28723,6.2992,0
226,7.085,16.378,0,0,93,0,0.4115,55,0.24336,0.20426,6.9897,0,0.22257,1.8412,0
902,4.8514,14.023,0,0,451,0,0.5,231,0.2561,0.1926,3.0409,0,0.1987,2.473,0
752,7.5417,18.034,0,0,236,0,0.31383,154,0.20479,0.23187,2.53,0,0.24105,2.7757,0
1151,6.0253,17.524,0,0,529,0,0.4596,222,0.19288,0.22641,2.7038,0,0.23507,4.5569,0
1120,6.4476,17.268,0,0,437,0,0.39018,251,0.22411,0.2015,3.2401,0,0.20515,4.0069,0
653,9.8852,18.632,0,0,139,0,0.21286,110,0.16845,0.19195,1.8531,0,0.21614,3.2276,0
873,7.9464,18.592,0,0,238,0,0.27262,166,0.19015,0.21231,3.5634,0,0.21977,3.0574,0
1375,11.503,26.514,0,271,387,0.19709,0.28145,333,0.24218,0.20638,4.508,0,0.20649,4.3141,0
409,5.2244,15.823,0,0,183,0,0.44743,95,0.23227,0.23239,3.9492,0,0.2487,2.1965,0
220,4.1038,15.792,0,0,132,0,0.6,95,0.43182,0.17754,1.8183,0,0.18383,1.5712,0
617,10.717,19.304,0,0,109,0,0.17666,75,0.12156,0.21456,1.8684,0,0.23118,2.6611,0
271,8.1716,16.623,0,0,75,0,0.27675,51,0.18819,0.23879,2.8085,0,0.2582,1.9388,0
666,9.1341,43.2,0,7,152,0.010511,0.22823,72,0.10811,0.30804,13.746,0,0.31851,13.404,0
646,7.29,20.512,0,10,220,0.01548,0.34056,151,0.23375,0.20427,2.0718,0,0.23386,2.7927,0
264,4.4725,13.341,0,0,145,0,0.54924,95,0.35985,0.16514,1.656,0,0.17255,1.6533,0
240,4.1455,15.207,0,0,139,0,0.57917,80,0.33333,0.24357,4.4366,0,0.3018,13.559,0
1374,3.9457,15.547,0,0,796,0,0.57933,473,0.34425,0.11586,3.9852,0,0.1159,3.7968,0
523,6.969,16.601,0,0,187,0,0.35755,103,0.19694,0.2079,2.0159,0,0.21591,3.5766,0
491,3.2468,24.446,0,1,330,0.0020367,0.6721,142,0.28921,0.1759,9.921,0,0.18526,10.431,0
1728,0.88463,13.909,0,0,1583,0,0.91609,1442,0.83449,0.057394,2.77,0,0.060853,1.9208,0
677,7.9441,17.003,0,0,177,0,0.26145,76,0.11226,0.21908,2.1599,0,0.22971,2.3004,0
273,5.428,13.038,0,0,102,0,0.37363,65,0.2381,0.18729,1.8881,0,0.21067,1.9585,0
1163,7.2886,18.44,0,0,429,0,0.36887,259,0.2227,0.21017,4.8159,0,0.21472,3.3651,0
773,8.5297,21.508,0,1,210,0.0012937,0.27167,130,0.16818,0.22422,5.2383,0,0.24319,3.5035,0
886,9.0881,19.2,0,0,229,0,0.25847,129,0.1456,0.23029,2.8824,0,0.23046,2.4554,0
1243,6.2334,23.962,0,89,652,0.071601,0.52454,529,0.42558,0.17502,2.3195,0,0.17502,3.0052,0
985,11.176,23.701,0,167,166,0.16954,0.16853,106,0.10761,0.18738,2.0425,0,0.1947,2.3955,0
417,5.3009,12.536,0,0,165,0,0.39568,63,0.15108,0.20609,2.2752,0,0.22435,3.7037,0
783,6.9204,29.248,0,1,289,0.0012771,0.36909,171,0.21839,0.22384,7.6979,0,0.23693,7.2985,0
664,10.095,18.822,0,0,121,0,0.18223,85,0.12801,0.23033,2.6695,0,0.24729,2.9654,0
281,0.39336,5.9439,0,0,272,0,0.96797,233,0.82918,0.057086,0.77026,0,0.056908,1.204,0
459,5.5868,34.656,0,12,232,0.026144,0.50545,104,0.22658,0.49469,15.538,0,0.5119,12.767,0
733,5.5116,17.27,0,0,362,0,0.49386,167,0.22783,0.16657,2.6656,0,0.17986,1.9194,0
949,7.578,20.988,0,1,300,0.0010537,0.31612,180,0.18967,0.23508,9.2348,0,0.23508,5.3838,0
