time,avg_speed,max_speed,min_speed,time_fast,time_slow,percent_fast,percent_slow,stops,percent_stop,avg_acc,max_acc,min_acc,avg_dec,max_dec,min_dec
454,7.04,21.568,0,8,215,0.017621,0.47357,150,0.3304,0.23357,2.3188,0,0.24415,3.3032,0
849,17.581,31.336,0,347,103,0.40872,0.12132,57,0.067138,0.15403,2.2324,0,0.15848,2.6638,0
1067,13.709,32.756,0,306,282,0.28679,0.26429,211,0.19775,0.19897,21.411,0,0.18923,10.214,0
448,7.2473,18.544,0,0,143,0,0.3192,108,0.24107,0.22405,2.0535,0,0.24077,2.3531,0
529,16.049,33.725,0,193,111,0.36484,0.20983,73,0.138,0.1874,2.993,0,0.21657,3.3366,0
847,17.125,33.443,0,299,112,0.35301,0.13223,54,0.063754,0.16275,3.2079,0,0.1903,3.2126,0
498,7.94,19.895,0,0,145,0,0.29116,87,0.1747,0.24223,1.9462,0,0.25872,3.9611,0
686,11.856,22.486,0,42,119,0.061224,0.17347,54,0.078717,0.21894,2.1796,0,0.23773,3.0941,0
328,10.226,22.702,0,33,95,0.10061,0.28963,56,0.17073,0.20623,2.1377,0,0.25013,2.8605,0
923,7.1696,19.242,0,0,312,0,0.33803,226,0.24485,0.19165,2.3904,0,0.1979,2.669,0
324,10.682,22.511,0,28,85,0.08642,0.26235,55,0.16975,0.2123,2.0013,0,0.25804,2.8372,0
625,17.158,33.065,0,250,67,0.4,0.1072,45,0.072,0.16805,1.7398,0,0.17896,3.3909,0
742,15.643,32.833,0,236,133,0.31806,0.17925,103,0.13881,0.19141,2.2977,0,0.19782,3.2422,0
686,10.746,19.393,0,0,91,0,0.13265,64,0.093294,0.25978,2.3585,0,0.27365,2.4221,0
403,3.0456,11.303,0,0,253,0,0.62779,157,0.38958,0.24217,2.3136,0,0.24217,2.2083,0
385,4.0889,12.307,0,0,192,0,0.4987,131,0.34026,0.16694,1.7918,0,0.1972,3.0418,0
586,21.08,33.238,0,299,31,0.51024,0.052901,3,0.0051195,0.21879,3.2717,0,0.2571,7.8006,0
672,15.741,32.414,0,230,154,0.34226,0.22917,98,0.14583,0.19437,2.5365,0,0.19929,4.0389,0
203,1.5401,7.8715,0,0,160,0,0.78818,116,0.57143,0.13626,1.8385,0,0.13975,1.7336,0
766,16.257,32.076,0,273,88,0.3564,0.11488,67,0.087467,0.17396,6.3289,0,0.18135,5.1983,0
521,3.6306,15.563,0,0,345,0,0.66219,177,0.33973,0.20353,4.4797,0,0.20395,2.9704,0
854,15.512,32.518,0,214,97,0.25059,0.11358,53,0.062061,0.18183,1.8257,0,0.18573,3.0911,0
851,8.4613,15.704,0,0,159,0,0.18684,69,0.081081,0.25089,2.8849,0,0.26484,2.8711,0
1577,9.5245,32.869,0,261,732,0.1655,0.46417,600,0.38047,0.15081,3.5838,0,0.15815,4.9475,0
525,20.312,33.119,0,258,56,0.49143,0.10667,50,0.095238,0.1997,8.0341,0,0.22135,7.3492,0
1002,16.441,33.119,0,311,121,0.31038,0.12076,80,0.07984,0.17724,6.6256,0,0.17716,6.6084,0
672,10.02,19.092,0,0,135,0,0.20089,75,0.11161,0.21942,1.8651,0,0.23502,2.8401,0
772,15.824,32.34,0,203,84,0.26295,0.10881,59,0.076425,0.167,2.2893,0,0.17832,2.9177,0
883,16.896,32.336,0,352,169,0.39864,0.19139,69,0.078143,0.17892,2.9128,0,0.1824,3.1075,0
678,22.161,40.003,0,390,78,0.57522,0.11504,66,0.097345,0.2223,2.4978,0,0.24446,3.2759,0
239,7.123,19.23,0,0,82,0,0.3431,62,0.25941,0.20234,1.9788,0,0.22797,3.2766,0
226,11.617,21.328,0,28,57,0.12389,0.25221,34,0.15044,0.17754,1.9907,0,0.21907,2.8598,0
280,7.6678,14.338,0,0,78,0,0.27857,53,0.18929,0.17749,1.6003,0,0.18,1.7467,0
385,10.367,25.266,0,29,119,0.075325,0.30909,83,0.21558,0.18406,1.566,0,0.18387,2.9073,0
783,18.769,44.196,0,360,68,0.45977,0.086845,54,0.068966,0.18859,11.815,0,0.20556,10.692,0
1249,9.5847,31.629,0,207,504,0.16573,0.40352,273,0.21857,0.16812,2.8617,0,0.17905,4.7126,0
846,14.141,29.34,0,225,162,0.26596,0.19149,87,0.10284,0.18661,2.0683,0,0.18686,2.5388,0
610,9.6691,18.504,0,0,139,0,0.22787,118,0.19344,0.17112,2.604,0,0.19703,3.3571,0
995,15.082,32.417,0,309,245,0.31055,0.24623,161,0.16181,0.20915,3.8156,0,0.21955,4.9064,0
466,13.039,22.6,0,121,77,0.25966,0.16524,49,0.10515,0.1776,2.6647,0,0.20406,3.3347,0
1613,11.783,31.261,0,205,284,0.12709,0.17607,119,0.073776,0.21871,2.7116,0,0.2213,5.0472,0
907,16.496,39.487,0,374,115,0.41235,0.12679,60,0.066152,0.18454,9.6722,0,0.19,9.4596,0
755,22.763,33.055,0,535,91,0.70861,0.12053,66,0.087417,0.15727,6.7535,0,0.17238,5.8145,0
1637,11.004,33.526,0,247,479,0.15089,0.29261,296,0.18082,0.21747,5.3249,0,0.21857,4.6801,0
767,13.155,23.732,0,116,110,0.15124,0.14342,74,0.09648,0.1785,1.7215,0,0.19044,5.096,0
469,6.1538,32.498,0,1,149,0.0021322,0.3177,101,0.21535,0.22714,12.749,0,0.24128,13.087,0
1248,6.0985,14.671,0,0,471,0,0.3774,313,0.2508,0.20379,2.1235,0,0.21408,2.0415,0
